2026-07-13 20:18:52 MainThread INFO Discovered 13 campuses: Bega Valley Campus, Class conducted at a non UOW campus, Innovation Campus, On Campus Subject Delivered Online, Pre Recorded Activity, Shoalhaven Campus, Southern Highlands Campus, Sydney CBD Campus, UOW College Wollongong, UOW Eurobodalla Campus, UOW Liverpool, UOW Sutherland, Wollongong Campus
2026-07-13 20:18:52 MainThread INFO Bega Valley Campus: 9 rooms found.
2026-07-13 20:18:53 MainThread INFO Class conducted at a non UOW campus: 12 rooms found.
2026-07-13 20:18:53 MainThread INFO Innovation Campus: 6 rooms found.
2026-07-13 20:18:54 MainThread INFO On Campus Subject Delivered Online: 114 rooms found.
2026-07-13 20:18:54 MainThread INFO Pre Recorded Activity: 38 rooms found.
2026-07-13 20:18:54 MainThread INFO Shoalhaven Campus: 22 rooms found.
2026-07-13 20:18:55 MainThread INFO Southern Highlands Campus: 4 rooms found.
2026-07-13 20:18:55 MainThread INFO Sydney CBD Campus: 14 rooms found.
2026-07-13 20:18:56 MainThread INFO UOW College Wollongong: 24 rooms found.
2026-07-13 20:18:56 MainThread INFO UOW Eurobodalla Campus: 8 rooms found.
2026-07-13 20:18:56 MainThread INFO UOW Liverpool: 31 rooms found.
2026-07-13 20:18:57 MainThread INFO UOW Sutherland: 8 rooms found.
2026-07-13 20:18:57 MainThread INFO Wollongong Campus: 270 rooms found.
2026-07-13 20:19:06 worker-4 INFO [On Campus Subject Delivered Online/Online Optional Room Available] 6 entries, 69 rows written
2026-07-13 20:19:06 worker-25 INFO [On Campus Subject Delivered Online/Online Optional Room Available] 8 entries, 81 rows written
2026-07-13 20:19:06 worker-18 INFO [On Campus Subject Delivered Online/Online Optional Room Available] 4 entries, 45 rows written
2026-07-13 20:19:06 worker-14 WARNING [On Campus Subject Delivered Online/Online Optional Room Available] all-weeks request errored (attempt 1/5) - requeuing, refreshing session state
2026-07-13 20:19:06 worker-11 INFO [On Campus Subject Delivered Online/Online Optional Room Available] 19 entries, 201 rows written
2026-07-13 20:19:06 worker-12 INFO [On Campus Subject Delivered Online/Online Optional Room Available] 1 entries, 13 rows written
2026-07-13 20:19:06 worker-27 INFO [On Campus Subject Delivered Online/Online Optional Room Available] 20 entries, 224 rows written
2026-07-13 20:19:06 worker-1 INFO [On Campus Subject Delivered Online/Online Optional Room Available] 15 entries, 121 rows written
2026-07-13 20:19:06 worker-31 INFO [On Campus Subject Delivered Online/Online Optional Room Available] 0 entries, 0 rows written
2026-07-13 20:19:06 worker-26 INFO [On Campus Subject Delivered Online/Online Optional Room Available] 4 entries, 42 rows written
2026-07-13 20:19:06 worker-20 INFO [On Campus Subject Delivered Online/Online Optional Room Available] 6 entries, 65 rows written
2026-07-13 20:19:06 worker-19 INFO [On Campus Subject Delivered Online/Online Optional Room Available] 6 entries, 69 rows written
2026-07-13 20:19:06 worker-21 INFO [On Campus Subject Delivered Online/Online Optional Room Available] 0 entries, 0 rows written
2026-07-13 20:19:06 worker-24 INFO [On Campus Subject Delivered Online/Online Optional Room Available] 0 entries, 0 rows written
2026-07-13 20:19:06 worker-5 INFO [On Campus Subject Delivered Online/Online Optional Room Available] 13 entries, 121 rows written
2026-07-13 20:19:06 worker-13 INFO [On Campus Subject Delivered Online/Online Optional Room Available] 5 entries, 59 rows written
2026-07-13 20:19:06 worker-23 INFO [On Campus Subject Delivered Online/Online Optional Room Available] 20 entries, 211 rows written
2026-07-13 20:19:06 worker-2 INFO [On Campus Subject Delivered Online/Online Optional Room Available] 27 entries, 247 rows written
2026-07-13 20:19:06 worker-28 INFO [On Campus Subject Delivered Online/Online Optional Room Available] 7 entries, 79 rows written
2026-07-13 20:19:06 worker-6 INFO [On Campus Subject Delivered Online/Online Optional Room Available] 0 entries, 0 rows written
2026-07-13 20:19:06 worker-8 INFO [On Campus Subject Delivered Online/Online Optional Room Available] 2 entries, 23 rows written
2026-07-13 20:19:06 worker-30 INFO [On Campus Subject Delivered Online/Online Optional Room Available] 22 entries, 211 rows written
2026-07-13 20:19:06 worker-11 INFO [On Campus Subject Delivered Online/Online Optional Room Available] 1 entries, 10 rows written
2026-07-13 20:19:06 worker-4 INFO [On Campus Subject Delivered Online/Online Optional Room Available] 1 entries, 10 rows written
2026-07-13 20:19:06 worker-10 INFO [On Campus Subject Delivered Online/Online Optional Room Available] 5 entries, 56 rows written
2026-07-13 20:19:06 worker-15 INFO [On Campus Subject Delivered Online/Online Optional Room Available] 5 entries, 24 rows written
2026-07-13 20:19:06 worker-18 INFO [On Campus Subject Delivered Online/Online Optional Room Available] 2 entries, 23 rows written
2026-07-13 20:19:06 worker-9 INFO [On Campus Subject Delivered Online/Online Optional Room Available] 0 entries, 0 rows written
2026-07-13 20:19:06 worker-0 INFO [On Campus Subject Delivered Online/Online Optional Room Available] 37 entries, 407 rows written
2026-07-13 20:19:06 worker-12 INFO [On Campus Subject Delivered Online/Online Optional Room Available] 11 entries, 127 rows written
2026-07-13 20:19:07 worker-27 INFO [On Campus Subject Delivered Online/Online Optional Room Available] 13 entries, 148 rows written
2026-07-13 20:19:07 worker-25 INFO [On Campus Subject Delivered Online/Online Optional Room Available] 15 entries, 113 rows written
2026-07-13 20:19:07 worker-5 INFO [On Campus Subject Delivered Online/Online Optional Room Available] 71 entries, 525 rows written
